claim_id,policy_number,policyholder_name,claim_date,incident_date,incident_type,claim_amount,approved_amount,status,adjuster_name,fraud_flag,fraud_score,region,policy_type,deductible,settlement_date,processing_days
CLM-0343,POL-257855,Customer_0343,2024-09-18,2024-09-05,Theft,1776.74,0,Under Review,James Wilson,False,0.16,West,Liability,2000,,30
CLM-0344,POL-450090,Customer_0344,2025-05-13,2025-05-02,Theft,3393.86,2750.34,Settled,Priya Patel,False,0.26,Central,Life,0,2025-07-15,63
CLM-0345,POL-408636,Customer_0345,2025-09-27,2025-09-24,Auto Collision,29115.42,0,Denied,Sarah Johnson,False,0.11,South,Property,1000,2025-11-22,56
CLM-0346,POL-628419,Customer_0346,2025-07-18,2025-07-13,Medical Claim,35952.76,26857.13,Settled,Maria Garcia,True,0.7,South,Auto,1000,2025-08-29,42
CLM-0347,POL-335330,Customer_0347,2025-07-05,2025-06-26,Fire Damage,108731.31,0,Denied,Sarah Johnson,False,0.11,West,Liability,2000,2025-09-02,59
CLM-0348,POL-170906,Customer_0348,2024-10-07,2024-09-29,Natural Disaster,16662.94,15052.9,Settled,Robert Taylor,False,0.11,Central,Liability,1000,2024-11-17,41
CLM-0349,POL-201496,Customer_0349,2025-11-19,2025-11-17,Liability,184344.59,0,Denied,James Wilson,False,0.18,South,Property,5000,2026-01-10,52
CLM-0350,POL-798398,Customer_0350,2025-10-15,2025-10-08,Natural Disaster,166135.42,0,Denied,Priya Patel,False,0.24,South,Life,0,2026-01-07,84
CLM-0351,POL-311501,Customer_0351,2025-07-23,2025-07-18,Property Damage,143444.61,89099.76,Settled,Thomas Brown,False,0.22,North,Life,0,2025-08-21,29
CLM-0352,POL-986702,Customer_0352,2025-03-05,2025-03-02,Medical Claim,49672.99,33603.28,Approved,Michael Chen,False,0.19,South,Life,0,2025-05-24,80
CLM-0353,POL-947362,Customer_0353,2025-07-20,2025-07-15,Auto Collision,10635.76,0,Pending,Aisha Mohammed,False,0.33,South,Liability,2000,,18
CLM-0354,POL-953274,Customer_0354,2024-08-25,2024-08-21,Liability,72243.83,0,Denied,David Kim,False,0.37,East,Liability,2000,2024-10-20,56
CLM-0355,POL-794846,Customer_0355,2024-11-02,2024-11-01,Theft,29685.18,0,Under Review,Aisha Mohammed,False,0.15,West,Auto,500,,28
CLM-0356,POL-473070,Customer_0356,2025-08-26,2025-08-20,Property Damage,117892.1,0,Under Review,Michael Chen,False,0.33,Central,Life,0,,29
CLM-0357,POL-660708,Customer_0357,2024-08-08,2024-08-06,Liability,50401.43,0,Pending,Robert Taylor,False,0.11,Central,Auto,500,,12
CLM-0358,POL-248840,Customer_0358,2025-05-20,2025-05-12,Medical Claim,117039.66,91683.27,Settled,Sarah Johnson,False,0.27,North,Liability,2000,2025-07-17,58
CLM-0359,POL-177456,Customer_0359,2025-11-23,2025-11-22,Theft,24618.56,17916.9,Settled,Maria Garcia,False,0.29,East,Liability,1000,2026-02-17,86
CLM-0360,POL-600769,Customer_0360,2025-11-15,2025-11-14,Liability,112158.88,0,Under Review,Priya Patel,True,0.81,West,Life,0,,27
CLM-0361,POL-495496,Customer_0361,2025-03-22,2025-03-13,Medical Claim,148601.9,0,Under Review,David Kim,False,0.35,North,Property,5000,,27
CLM-0362,POL-195088,Customer_0362,2024-10-12,2024-09-28,Theft,34400.57,21950.72,Approved,Aisha Mohammed,False,0.27,North,Liability,1000,2024-12-15,64
CLM-0363,POL-309534,Customer_0363,2024-08-16,2024-08-14,Liability,116370.58,0,Pending,Aisha Mohammed,False,0.13,West,Auto,1500,,17
CLM-0364,POL-222492,Customer_0364,2025-09-19,2025-09-05,Theft,32028.58,0,Under Review,Lisa Anderson,False,0.33,West,Liability,1000,,3
CLM-0365,POL-872990,Customer_0365,2024-10-28,2024-10-15,Fire Damage,155956.47,140238.6,Settled,Aisha Mohammed,True,0.85,East,Liability,2000,2024-11-05,8
CLM-0366,POL-212617,Customer_0366,2025-09-28,2025-09-24,Natural Disaster,56422.11,0,Pending,Maria Garcia,False,0.24,South,Liability,2000,,26
CLM-0367,POL-254961,Customer_0367,2025-12-20,2025-12-12,Theft,32075.31,24803.41,Settled,Aisha Mohammed,False,0.08,South,Liability,1000,2026-01-25,36
CLM-0368,POL-972177,Customer_0368,2024-12-08,2024-11-28,Medical Claim,148346.32,128858.34,Approved,Lisa Anderson,False,0.03,North,Health,250,2025-01-09,32
CLM-0369,POL-925031,Customer_0369,2025-02-07,2025-02-07,Medical Claim,35493.13,0,Denied,Aisha Mohammed,False,0.39,South,Liability,1000,2025-04-18,70
CLM-0370,POL-469340,Customer_0370,2025-05-04,2025-04-21,Liability,27293.93,0,Denied,Aisha Mohammed,False,0.04,North,Auto,500,2025-05-29,25
CLM-0371,POL-940714,Customer_0371,2025-10-25,2025-10-23,Auto Collision,49948.96,0,Denied,David Kim,False,0.19,Central,Health,500,2025-12-05,41
CLM-0372,POL-238768,Customer_0372,2025-09-19,2025-09-06,Medical Claim,40746.05,0,Pending,Maria Garcia,False,0.16,Central,Property,2500,,30
CLM-0373,POL-916776,Customer_0373,2025-06-16,2025-06-13,Fire Damage,366030.85,0,Denied,Sarah Johnson,False,0.08,East,Property,1000,2025-06-30,14
CLM-0374,POL-774110,Customer_0374,2025-03-30,2025-03-17,Auto Collision,50420.88,0,Pending,Thomas Brown,False,0.29,Central,Liability,2000,,29
CLM-0375,POL-469691,Customer_0375,2024-09-20,2024-09-20,Liability,73174.6,63026.12,Approved,Maria Garcia,False,0.01,West,Health,250,2024-10-03,13
CLM-0376,POL-321100,Customer_0376,2025-06-01,2025-05-27,Auto Collision,51771.57,0,Under Review,Maria Garcia,False,0.33,East,Property,2500,,19
CLM-0377,POL-437096,Customer_0377,2024-11-09,2024-11-07,Medical Claim,104647.24,90635.26,Approved,Michael Chen,False,0.02,East,Liability,2000,2024-11-13,4
CLM-0378,POL-233685,Customer_0378,2024-08-06,2024-07-27,Fire Damage,51803.07,44834.2,Settled,Aisha Mohammed,False,0.26,East,Health,250,2024-10-27,82
CLM-0379,POL-127495,Customer_0379,2025-03-31,2025-03-18,Theft,26848.49,0,Under Review,David Kim,False,0.06,West,Health,1000,,24
CLM-0380,POL-146281,Customer_0380,2025-08-04,2025-07-31,Auto Collision,6881.01,0,Pending,Robert Taylor,False,0.32,East,Liability,2000,,5
CLM-0381,POL-737548,Customer_0381,2025-05-29,2025-05-27,Natural Disaster,117127.98,96095.88,Settled,Thomas Brown,False,0.35,Central,Liability,2000,2025-06-13,15
CLM-0382,POL-210609,Customer_0382,2025-10-31,2025-10-19,Liability,18482.74,17654.08,Settled,Lisa Anderson,False,0.09,South,Auto,500,2025-11-27,27
CLM-0383,POL-663556,Customer_0383,2025-09-04,2025-09-03,Property Damage,185942.89,0,Pending,Aisha Mohammed,False,0.15,East,Auto,1500,,28
CLM-0384,POL-885366,Customer_0384,2024-12-20,2024-12-15,Liability,186505.53,0,Denied,Maria Garcia,False,0.25,East,Auto,500,2025-02-11,53
CLM-0385,POL-545943,Customer_0385,2024-12-24,2024-12-15,Fire Damage,79040.42,50315.81,Approved,Aisha Mohammed,False,0.19,West,Health,1000,2025-02-05,43
CLM-0386,POL-737215,Customer_0386,2025-04-01,2025-03-19,Auto Collision,66696.34,46707.53,Approved,Priya Patel,False,0.04,Central,Life,0,2025-05-22,51
CLM-0387,POL-707940,Customer_0387,2024-11-03,2024-11-03,Medical Claim,58603.84,35705.67,Settled,Maria Garcia,False,0.22,North,Property,2500,2024-12-14,41
CLM-0388,POL-527982,Customer_0388,2025-04-15,2025-04-05,Property Damage,116649.16,0,Denied,Priya Patel,False,0.23,North,Property,1000,2025-06-08,54
CLM-0389,POL-174810,Customer_0389,2025-05-08,2025-04-26,Auto Collision,47826.04,32874.15,Settled,Michael Chen,False,0.33,North,Auto,500,2025-06-30,53
CLM-0390,POL-321151,Customer_0390,2025-11-12,2025-11-11,Fire Damage,110237.76,0,Denied,David Kim,False,0.37,West,Life,0,2025-12-12,30
CLM-0391,POL-431283,Customer_0391,2025-01-30,2025-01-20,Theft,31308.15,29922.08,Settled,Sarah Johnson,False,0.18,North,Auto,1500,2025-02-20,21
CLM-0392,POL-926558,Customer_0392,2025-07-07,2025-07-06,Natural Disaster,409215.42,0,Pending,Sarah Johnson,False,0.15,South,Life,0,,2
CLM-0393,POL-172772,Customer_0393,2025-01-22,2025-01-14,Theft,31061.52,0,Pending,Robert Taylor,True,0.84,East,Auto,1500,,8
CLM-0394,POL-762645,Customer_0394,2025-08-03,2025-07-27,Fire Damage,332781.88,0,Denied,Robert Taylor,False,0.23,West,Property,5000,2025-08-12,9
CLM-0395,POL-542468,Customer_0395,2025-04-18,2025-04-17,Fire Damage,242847.24,170098.52,Approved,Maria Garcia,False,0.12,North,Property,5000,2025-04-25,7
CLM-0396,POL-161430,Customer_0396,2025-02-07,2025-01-30,Natural Disaster,274052.68,0,Under Review,Maria Garcia,False,0.17,Central,Auto,1000,,5
CLM-0397,POL-568659,Customer_0397,2025-08-23,2025-08-18,Medical Claim,128209.76,0,Pending,Maria Garcia,False,0.26,West,Health,500,,8
CLM-0398,POL-715252,Customer_0398,2024-11-17,2024-11-05,Auto Collision,17119.95,0,Denied,Lisa Anderson,False,0.26,East,Health,1000,2024-12-19,32
CLM-0399,POL-201783,Customer_0399,2025-01-13,2024-12-30,Fire Damage,196176.42,0,Denied,Aisha Mohammed,False,0.01,West,Liability,2000,2025-02-20,38
CLM-0400,POL-347216,Customer_0400,2025-07-23,2025-07-11,Theft,21198.34,15969.91,Settled,Priya Patel,False,0.1,Central,Life,0,2025-09-06,45
CLM-0401,POL-346270,Customer_0401,2024-11-07,2024-11-07,Liability,26169.21,0,Under Review,Michael Chen,False,0.19,East,Health,500,,23
CLM-0402,POL-707837,Customer_0402,2025-05-17,2025-05-13,Auto Collision,64888.03,0,Under Review,James Wilson,False,0.2,East,Life,0,,14
CLM-0403,POL-708592,Customer_0403,2025-09-10,2025-09-07,Auto Collision,44594.94,41485.59,Settled,Sarah Johnson,False,0.31,West,Health,500,2025-09-30,20
CLM-0404,POL-988693,Customer_0404,2025-11-13,2025-11-01,Natural Disaster,78519.1,0,Denied,Priya Patel,True,0.73,Central,Property,5000,2025-11-28,15
CLM-0405,POL-855946,Customer_0405,2025-09-04,2025-08-25,Natural Disaster,211668.68,181186.23,Settled,Sarah Johnson,False,0.19,North,Liability,2000,2025-10-01,27
CLM-0406,POL-427865,Customer_0406,2025-04-17,2025-04-14,Auto Collision,60791.42,49841.95,Approved,David Kim,False,0.39,East,Property,5000,2025-06-03,47
CLM-0407,POL-976075,Customer_0407,2025-01-15,2025-01-12,Property Damage,147139.27,0,Pending,Aisha Mohammed,False,0.27,West,Auto,500,,29
CLM-0408,POL-193683,Customer_0408,2024-10-14,2024-10-07,Fire Damage,393483.84,328796.61,Approved,David Kim,False,0.24,South,Life,0,2024-10-24,10
CLM-0409,POL-153795,Customer_0409,2024-08-20,2024-08-11,Property Damage,242481.86,235887.18,Approved,Lisa Anderson,False,0.14,West,Health,500,2024-10-24,65
CLM-0410,POL-391959,Customer_0410,2025-06-20,2025-06-15,Liability,65603.56,63397.08,Approved,Thomas Brown,True,0.85,East,Health,1000,2025-07-09,19
CLM-0411,POL-836050,Customer_0411,2025-03-06,2025-02-28,Natural Disaster,194401.38,0,Pending,Michael Chen,False,0.33,West,Life,0,,16
CLM-0412,POL-794718,Customer_0412,2025-05-16,2025-05-07,Liability,140253.26,0,Under Review,Sarah Johnson,False,0.39,Central,Liability,2000,,11
CLM-0413,POL-363264,Customer_0413,2024-08-01,2024-07-26,Fire Damage,395471.16,0,Denied,Michael Chen,False,0.16,Central,Property,1000,2024-08-25,24
CLM-0414,POL-829570,Customer_0414,2025-10-11,2025-10-04,Theft,36813.49,0,Pending,Robert Taylor,False,0.05,West,Auto,1500,,16
CLM-0415,POL-811290,Customer_0415,2025-01-09,2025-01-04,Natural Disaster,31468.01,0,Under Review,Lisa Anderson,False,0.35,East,Life,0,,23
CLM-0416,POL-865757,Customer_0416,2024-09-20,2024-09-11,Natural Disaster,492315.17,395470.1,Approved,Sarah Johnson,False,0.13,West,Auto,1500,2024-10-02,12
CLM-0417,POL-338904,Customer_0417,2024-12-07,2024-12-01,Fire Damage,170712.9,125359.74,Settled,Sarah Johnson,False,0.1,North,Property,2500,2025-02-18,73
CLM-0418,POL-972489,Customer_0418,2025-05-13,2025-05-02,Fire Damage,254321.85,185801.28,Settled,Priya Patel,False,0.13,West,Auto,1000,2025-05-20,7
CLM-0419,POL-335951,Customer_0419,2025-05-29,2025-05-17,Auto Collision,44838.48,0,Pending,James Wilson,False,0.17,Central,Liability,1000,,16
CLM-0420,POL-916503,Customer_0420,2024-09-28,2024-09-15,Theft,1115.92,934.16,Approved,Lisa Anderson,False,0.03,South,Auto,1500,2024-10-24,26
CLM-0421,POL-650653,Customer_0421,2025-02-06,2025-01-25,Theft,40881.66,0,Denied,Aisha Mohammed,False,0.27,Central,Auto,500,2025-03-07,29
CLM-0422,POL-919632,Customer_0422,2025-04-07,2025-04-05,Natural Disaster,395114.82,0,Denied,Aisha Mohammed,False,0.31,Central,Property,1000,2025-06-06,60
CLM-0423,POL-348297,Customer_0423,2025-01-16,2025-01-13,Auto Collision,60989.59,0,Denied,James Wilson,False,0.08,North,Property,5000,2025-03-22,65
CLM-0424,POL-391972,Customer_0424,2024-08-25,2024-08-24,Medical Claim,34262.95,0,Denied,Lisa Anderson,False,0.18,South,Property,5000,2024-09-11,17
CLM-0425,POL-418769,Customer_0425,2025-03-23,2025-03-16,Theft,43910.18,36068.18,Settled,Michael Chen,False,0.08,North,Auto,1000,2025-04-16,24
CLM-0426,POL-895814,Customer_0426,2025-02-01,2025-01-26,Auto Collision,52780.65,0,Denied,Michael Chen,False,0.17,Central,Auto,1000,2025-03-13,40
CLM-0427,POL-822436,Customer_0427,2025-04-10,2025-03-29,Medical Claim,98044.7,62512.22,Settled,Aisha Mohammed,False,0.01,East,Life,0,2025-05-27,47
CLM-0428,POL-432799,Customer_0428,2024-08-23,2024-08-12,Medical Claim,134928.36,0,Pending,Sarah Johnson,False,0.33,South,Property,5000,,2
CLM-0429,POL-388635,Customer_0429,2024-09-17,2024-09-07,Medical Claim,37111.23,0,Under Review,Thomas Brown,False,0.26,West,Health,250,,17
CLM-0430,POL-340989,Customer_0430,2024-12-09,2024-12-06,Liability,26770.44,0,Denied,David Kim,False,0.03,West,Auto,1000,2025-01-19,41
CLM-0431,POL-380594,Customer_0431,2025-06-15,2025-06-10,Auto Collision,55435.98,39848.18,Approved,Robert Taylor,False,0.13,North,Health,500,2025-08-15,61
CLM-0432,POL-991073,Customer_0432,2024-09-10,2024-09-10,Theft,48439.89,0,Under Review,James Wilson,False,0.02,South,Health,250,,17
CLM-0433,POL-304992,Customer_0433,2024-09-05,2024-09-05,Fire Damage,341057.33,0,Under Review,David Kim,False,0.04,Central,Life,0,,20
CLM-0434,POL-878128,Customer_0434,2025-12-02,2025-11-22,Natural Disaster,184721.03,0,Pending,Sarah Johnson,False,0.18,East,Health,500,,2
CLM-0435,POL-209167,Customer_0435,2025-09-12,2025-08-29,Auto Collision,44384.76,0,Pending,Maria Garcia,False,0.18,East,Property,5000,,11
CLM-0436,POL-452225,Customer_0436,2025-06-13,2025-05-31,Property Damage,76317.24,55567.41,Approved,Maria Garcia,False,0.23,North,Liability,2000,2025-06-16,3
CLM-0437,POL-785572,Customer_0437,2025-09-06,2025-08-29,Natural Disaster,82041.56,0,Pending,Michael Chen,False,0.07,Central,Liability,1000,,1
CLM-0438,POL-283823,Customer_0438,2025-08-16,2025-08-07,Fire Damage,96134.52,89992.53,Settled,Maria Garcia,False,0.38,East,Liability,1000,2025-09-02,17
CLM-0439,POL-359473,Customer_0439,2025-11-11,2025-10-28,Theft,23701.84,0,Under Review,Sarah Johnson,True,0.76,South,Life,0,,11
CLM-0440,POL-312493,Customer_0440,2025-12-25,2025-12-16,Medical Claim,18660.77,0,Pending,Sarah Johnson,False,0.1,West,Liability,1000,,24
CLM-0441,POL-629782,Customer_0441,2025-05-23,2025-05-19,Auto Collision,73982.96,0,Pending,Thomas Brown,False,0.04,North,Auto,1500,,10
CLM-0442,POL-521714,Customer_0442,2024-12-15,2024-12-08,Medical Claim,37139.8,23945.47,Settled,David Kim,False,0.16,North,Auto,1500,2025-01-29,45
CLM-0443,POL-873296,Customer_0443,2024-11-23,2024-11-21,Fire Damage,151698.59,0,Under Review,James Wilson,False,0.14,South,Life,0,,18
CLM-0444,POL-567199,Customer_0444,2024-12-26,2024-12-24,Theft,46869.93,0,Denied,Thomas Brown,False,0.38,East,Property,2500,2025-01-08,13
CLM-0445,POL-426843,Customer_0445,2025-07-21,2025-07-16,Fire Damage,304405.55,0,Under Review,Lisa Anderson,False,0.38,North,Property,1000,,15
CLM-0446,POL-588080,Customer_0446,2024-10-31,2024-10-23,Liability,82922.36,0,Pending,Thomas Brown,False,0.32,East,Liability,1000,,22
CLM-0447,POL-893796,Customer_0447,2025-01-09,2024-12-31,Theft,21843.09,0,Pending,Maria Garcia,True,0.82,Central,Auto,500,,16
CLM-0448,POL-586368,Customer_0448,2025-11-05,2025-10-28,Theft,45187.03,0,Pending,Priya Patel,False,0.17,Central,Auto,1000,,23
CLM-0449,POL-491618,Customer_0449,2025-12-02,2025-11-20,Theft,49953.6,0,Pending,Robert Taylor,False,0.35,West,Liability,2000,,8
CLM-0450,POL-332233,Customer_0450,2024-10-29,2024-10-16,Medical Claim,96237.17,63892.81,Approved,Robert Taylor,False,0.35,East,Auto,500,2024-12-06,38
CLM-0451,POL-750842,Customer_0451,2025-03-26,2025-03-16,Fire Damage,151509.79,0,Under Review,Maria Garcia,True,0.74,East,Liability,2000,,7
CLM-0452,POL-195507,Customer_0452,2024-12-01,2024-12-01,Auto Collision,22241.98,16844.38,Settled,Robert Taylor,False,0.19,West,Health,500,2025-01-24,54
CLM-0453,POL-295119,Customer_0453,2024-12-18,2024-12-15,Natural Disaster,469179.57,0,Denied,Thomas Brown,False,0.29,North,Liability,2000,2025-02-28,72
CLM-0454,POL-940152,Customer_0454,2025-10-12,2025-10-06,Auto Collision,70392.29,0,Pending,David Kim,False,0.36,East,Property,5000,,30
CLM-0455,POL-955557,Customer_0455,2025-04-04,2025-03-26,Liability,60368.09,0,Denied,Michael Chen,False,0.14,South,Health,250,2025-05-18,44
CLM-0456,POL-741727,Customer_0456,2025-11-12,2025-11-06,Natural Disaster,421305.27,0,Under Review,Aisha Mohammed,False,0.28,South,Property,5000,,21
CLM-0457,POL-891636,Customer_0457,2024-10-27,2024-10-25,Fire Damage,201577.98,0,Pending,Lisa Anderson,True,0.79,West,Health,1000,,10
CLM-0458,POL-151247,Customer_0458,2025-10-24,2025-10-16,Natural Disaster,114290.6,73512.12,Settled,Michael Chen,False,0.1,West,Health,250,2025-12-03,40
CLM-0459,POL-491096,Customer_0459,2025-04-26,2025-04-16,Medical Claim,79790.29,0,Under Review,Robert Taylor,False,0.29,South,Health,500,,1
CLM-0460,POL-794012,Customer_0460,2025-12-05,2025-11-30,Property Damage,215988.44,133130.25,Settled,David Kim,False,0.09,East,Property,2500,2025-12-21,16
CLM-0461,POL-881184,Customer_0461,2024-12-25,2024-12-23,Medical Claim,21032.59,0,Under Review,Aisha Mohammed,False,0.02,South,Life,0,,2
CLM-0462,POL-526699,Customer_0462,2025-10-31,2025-10-18,Natural Disaster,34749.72,0,Denied,Maria Garcia,False,0.28,East,Auto,500,2025-12-03,33
CLM-0463,POL-740691,Customer_0463,2024-12-05,2024-12-01,Fire Damage,285136.03,0,Under Review,Lisa Anderson,True,0.98,East,Health,1000,,27
CLM-0464,POL-126403,Customer_0464,2025-11-19,2025-11-15,Theft,39484.92,0,Under Review,Lisa Anderson,False,0.2,Central,Life,0,,4
CLM-0465,POL-808009,Customer_0465,2025-11-20,2025-11-06,Natural Disaster,331161.37,258553.12,Settled,Sarah Johnson,False,0.06,Central,Property,1000,2025-12-13,23
CLM-0466,POL-869351,Customer_0466,2025-09-10,2025-09-03,Auto Collision,50699.58,0,Under Review,Thomas Brown,False,0.2,North,Health,1000,,20
CLM-0467,POL-722075,Customer_0467,2025-09-07,2025-09-04,Property Damage,71699.3,0,Pending,Maria Garcia,False,0.36,South,Auto,1500,,2
CLM-0468,POL-847672,Customer_0468,2025-05-01,2025-04-19,Theft,8615.93,8134.44,Approved,Lisa Anderson,False,0.3,West,Auto,1500,2025-06-08,38
CLM-0469,POL-419749,Customer_0469,2024-10-27,2024-10-20,Auto Collision,56270.45,38511.59,Settled,Michael Chen,False,0.37,South,Property,5000,2024-11-02,6
CLM-0470,POL-688413,Customer_0470,2024-08-02,2024-07-20,Theft,18730.3,15910.33,Settled,Lisa Anderson,True,0.9,South,Health,250,2024-10-07,66
CLM-0471,POL-675250,Customer_0471,2024-07-20,2024-07-17,Property Damage,149740.93,107034.08,Settled,Priya Patel,False,0.28,Central,Property,1000,2024-07-23,3
CLM-0472,POL-110931,Customer_0472,2025-07-03,2025-07-02,Liability,85887.94,64086.62,Settled,Michael Chen,False,0.2,South,Property,5000,2025-08-08,36
CLM-0473,POL-712526,Customer_0473,2024-12-20,2024-12-16,Medical Claim,69994.72,49680.26,Approved,Michael Chen,False,0.14,South,Auto,500,2025-02-21,63
CLM-0474,POL-560061,Customer_0474,2025-03-09,2025-03-01,Fire Damage,80705.14,50302.73,Approved,Priya Patel,False,0.3,Central,Liability,2000,2025-04-18,40
CLM-0475,POL-525332,Customer_0475,2025-09-27,2025-09-16,Liability,160280.9,146952.9,Settled,Aisha Mohammed,False,0.03,West,Property,2500,2025-10-10,13
CLM-0476,POL-464314,Customer_0476,2025-07-24,2025-07-16,Medical Claim,77371.91,0,Under Review,James Wilson,True,0.8,East,Liability,2000,,4
CLM-0477,POL-172181,Customer_0477,2025-09-26,2025-09-26,Medical Claim,145299.37,0,Under Review,Lisa Anderson,False,0.26,South,Property,1000,,5
CLM-0478,POL-481001,Customer_0478,2024-07-14,2024-07-14,Fire Damage,187284.9,0,Denied,David Kim,False,0.24,West,Life,0,2024-07-31,17
CLM-0479,POL-678404,Customer_0479,2024-10-11,2024-10-11,Fire Damage,321255.93,292259.86,Settled,Priya Patel,False,0.14,East,Health,500,2024-11-22,42
CLM-0480,POL-698925,Customer_0480,2024-09-20,2024-09-17,Theft,36803.47,0,Denied,Thomas Brown,False,0.26,Central,Auto,1500,2024-11-18,59
CLM-0481,POL-909178,Customer_0481,2025-05-02,2025-04-20,Natural Disaster,94014.18,87311.08,Settled,Robert Taylor,False,0.26,West,Property,5000,2025-06-24,53
CLM-0482,POL-176412,Customer_0482,2025-02-16,2025-02-16,Natural Disaster,48848.21,0,Under Review,Priya Patel,False,0.23,East,Life,0,,22
CLM-0483,POL-911968,Customer_0483,2024-11-04,2024-10-28,Fire Damage,56946.02,0,Pending,Robert Taylor,False,0.32,South,Property,2500,,8
CLM-0484,POL-204537,Customer_0484,2024-12-08,2024-12-05,Property Damage,192265.61,152329.44,Settled,Robert Taylor,False,0.08,North,Health,250,2025-01-13,36
CLM-0485,POL-485187,Customer_0485,2025-09-30,2025-09-18,Medical Claim,47198.26,0,Denied,Michael Chen,False,0.35,South,Health,1000,2025-12-29,90
CLM-0486,POL-304112,Customer_0486,2024-09-10,2024-08-28,Fire Damage,350947.28,279154.56,Approved,Priya Patel,False,0.25,Central,Health,1000,2024-10-12,32
CLM-0487,POL-479524,Customer_0487,2024-12-14,2024-12-03,Fire Damage,179148.32,0,Denied,Lisa Anderson,False,0.17,South,Life,0,2025-01-06,23
CLM-0488,POL-630779,Customer_0488,2025-06-03,2025-06-02,Liability,100444.11,0,Pending,Maria Garcia,True,0.87,Central,Property,2500,,30
CLM-0489,POL-797609,Customer_0489,2024-11-18,2024-11-07,Theft,27223.56,23761.27,Settled,Priya Patel,False,0.25,Central,Health,250,2024-12-02,14
CLM-0490,POL-366857,Customer_0490,2025-02-10,2025-01-31,Natural Disaster,175903.8,106267.04,Settled,Thomas Brown,False,0.15,South,Auto,1500,2025-03-04,22
CLM-0491,POL-469959,Customer_0491,2025-07-24,2025-07-22,Liability,136012.8,108183.56,Settled,Sarah Johnson,False,0.38,East,Health,500,2025-08-10,17
CLM-0492,POL-523443,Customer_0492,2025-09-20,2025-09-06,Natural Disaster,86013.31,0,Pending,Priya Patel,True,0.93,South,Life,0,,9
CLM-0493,POL-969543,Customer_0493,2024-12-05,2024-11-22,Theft,8020.61,7461.66,Settled,Sarah Johnson,False,0.2,West,Liability,2000,2025-01-03,29
CLM-0494,POL-215474,Customer_0494,2025-01-22,2025-01-12,Natural Disaster,404484.02,0,Pending,Maria Garcia,False,0.14,Central,Auto,1000,,2
CLM-0495,POL-882445,Customer_0495,2025-10-01,2025-09-28,Property Damage,180900.47,0,Pending,Sarah Johnson,False,0.27,North,Life,0,,23
CLM-0496,POL-523643,Customer_0496,2025-04-08,2025-04-04,Auto Collision,20481.73,0,Denied,Lisa Anderson,False,0.02,West,Auto,1500,2025-06-08,61
CLM-0497,POL-532756,Customer_0497,2025-05-03,2025-04-30,Fire Damage,334729.63,0,Denied,Thomas Brown,False,0.38,Central,Auto,1000,2025-05-21,18
CLM-0498,POL-709496,Customer_0498,2025-07-16,2025-07-16,Theft,29521.59,18753.23,Settled,Aisha Mohammed,False,0.37,East,Liability,2000,2025-09-19,65
CLM-0499,POL-113706,Customer_0499,2025-07-03,2025-07-03,Theft,27583.66,0,Denied,Maria Garcia,False,0.08,West,Property,2500,2025-08-08,36
CLM-0500,POL-294464,Customer_0500,2025-11-06,2025-11-05,Property Damage,115266.28,0,Denied,Sarah Johnson,False,0.4,West,Property,1000,2026-02-02,88
